,protocol,date,star_count
0,Bitcoin,2010-12-19,913.0
1,Bitcoin,2010-12-20,0.0
2,Bitcoin,2010-12-21,1.0
3,Bitcoin,2010-12-22,2.0
4,Bitcoin,2010-12-23,0.0
5,Bitcoin,2010-12-24,1.0
6,Bitcoin,2010-12-25,0.0
7,Bitcoin,2010-12-26,0.0
8,Bitcoin,2010-12-27,0.0
9,Bitcoin,2010-12-28,0.0
10,Bitcoin,2010-12-29,2.0
11,Bitcoin,2010-12-30,0.0
12,Bitcoin,2010-12-31,0.0
13,Bitcoin,2011-01-01,1.0
14,Bitcoin,2011-01-02,0.0
15,Bitcoin,2011-01-03,1.0
16,Bitcoin,2011-01-04,3.0
17,Bitcoin,2011-01-05,2.0
18,Bitcoin,2011-01-06,1.0
19,Bitcoin,2011-01-07,3.0
20,Bitcoin,2011-01-08,3.0
21,Bitcoin,2011-01-09,1.0
22,Bitcoin,2011-01-10,2.0
23,Bitcoin,2011-01-11,0.0
24,Bitcoin,2011-01-12,1.0
25,Bitcoin,2011-01-13,3.0
26,Bitcoin,2011-01-14,6.0
27,Bitcoin,2011-01-15,1.0
28,Bitcoin,2011-01-16,0.0
29,Bitcoin,2011-01-17,2.0
30,Bitcoin,2011-01-18,3.0
31,Bitcoin,2011-01-19,1.0
32,Bitcoin,2011-01-20,3.0
33,Bitcoin,2011-01-21,0.0
34,Bitcoin,2011-01-22,0.0
35,Bitcoin,2011-01-23,2.0
36,Bitcoin,2011-01-24,0.0
37,Bitcoin,2011-01-25,2.0
38,Bitcoin,2011-01-26,2.0
39,Bitcoin,2011-01-27,2.0
40,Bitcoin,2011-01-28,3.0
41,Bitcoin,2011-01-29,2.0
42,Bitcoin,2011-01-30,0.0
43,Bitcoin,2011-01-31,1.0
44,Bitcoin,2011-02-01,0.0
45,Bitcoin,2011-02-02,1.0
46,Bitcoin,2011-02-03,0.0
47,Bitcoin,2011-02-04,0.0
48,Bitcoin,2011-02-05,0.0
49,Bitcoin,2011-02-06,1.0
50,Bitcoin,2011-02-07,1.0
51,Bitcoin,2011-02-08,2.0
52,Bitcoin,2011-02-09,1.0
53,Bitcoin,2011-02-10,0.0
54,Bitcoin,2011-02-11,0.0
55,Bitcoin,2011-02-12,2.0
56,Bitcoin,2011-02-13,4.0
57,Bitcoin,2011-02-14,1.0
58,Bitcoin,2011-02-15,2.0
59,Bitcoin,2011-02-16,3.0
60,Bitcoin,2011-02-17,2.0
61,Bitcoin,2011-02-18,1.0
62,Bitcoin,2011-02-19,2.0
63,Bitcoin,2011-02-20,2.0
64,Bitcoin,2011-02-21,1.0
65,Bitcoin,2011-02-22,2.0
66,Bitcoin,2011-02-23,1.0
67,Bitcoin,2011-02-24,0.0
68,Bitcoin,2011-02-25,3.0
69,Bitcoin,2011-02-26,4.0
70,Bitcoin,2011-02-27,2.0
71,Bitcoin,2011-02-28,1.0
72,Bitcoin,2011-03-01,3.0
73,Bitcoin,2011-03-02,2.0
74,Bitcoin,2011-03-03,2.0
75,Bitcoin,2011-03-04,2.0
76,Bitcoin,2011-03-05,5.0
77,Bitcoin,2011-03-06,1.0
78,Bitcoin,2011-03-07,3.0
79,Bitcoin,2011-03-08,0.0
80,Bitcoin,2011-03-09,3.0
81,Bitcoin,2011-03-10,2.0
82,Bitcoin,2011-03-11,3.0
83,Bitcoin,2011-03-12,1.0
84,Bitcoin,2011-03-13,1.0
85,Bitcoin,2011-03-14,4.0
86,Bitcoin,2011-03-15,1.0
87,Bitcoin,2011-03-16,1.0
88,Bitcoin,2011-03-17,4.0
89,Bitcoin,2011-03-18,2.0
90,Bitcoin,2011-03-19,1.0
91,Bitcoin,2011-03-20,2.0
92,Bitcoin,2011-03-21,1.0
93,Bitcoin,2011-03-22,0.0
94,Bitcoin,2011-03-23,0.0
95,Bitcoin,2011-03-24,1.0
96,Bitcoin,2011-03-25,0.0
97,Bitcoin,2011-03-26,1.0
98,Bitcoin,2011-03-27,1.0
99,Bitcoin,2011-03-28,1.0
100,Bitcoin,2011-03-29,3.0
101,Bitcoin,2011-03-30,0.0
102,Bitcoin,2011-03-31,0.0
103,Bitcoin,2011-04-01,1.0
104,Bitcoin,2011-04-02,2.0
105,Bitcoin,2011-04-03,0.0
106,Bitcoin,2011-04-04,2.0
107,Bitcoin,2011-04-05,1.0
108,Bitcoin,2011-04-06,1.0
109,Bitcoin,2011-04-07,1.0
110,Bitcoin,2011-04-08,4.0
111,Bitcoin,2011-04-09,0.0
112,Bitcoin,2011-04-10,2.0
113,Bitcoin,2011-04-11,0.0
114,Bitcoin,2011-04-12,1.0
115,Bitcoin,2011-04-13,1.0
116,Bitcoin,2011-04-14,2.0
117,Bitcoin,2011-04-15,1.0
118,Bitcoin,2011-04-16,1.0
119,Bitcoin,2011-04-17,0.0
120,Bitcoin,2011-04-18,1.0
121,Bitcoin,2011-04-19,2.0
122,Bitcoin,2011-04-20,0.0
123,Bitcoin,2011-04-21,1.0
124,Bitcoin,2011-04-22,2.0
125,Bitcoin,2011-04-23,3.0
126,Bitcoin,2011-04-24,0.0
127,Bitcoin,2011-04-25,3.0
128,Bitcoin,2011-04-26,2.0
129,Bitcoin,2011-04-27,2.0
130,Bitcoin,2011-04-28,1.0
131,Bitcoin,2011-04-29,4.0
132,Bitcoin,2011-04-30,1.0
133,Bitcoin,2011-05-01,0.0
134,Bitcoin,2011-05-02,0.0
135,Bitcoin,2011-05-03,1.0
136,Bitcoin,2011-05-04,3.0
137,Bitcoin,2011-05-05,2.0
138,Bitcoin,2011-05-06,1.0
139,Bitcoin,2011-05-07,0.0
140,Bitcoin,2011-05-08,2.0
141,Bitcoin,2011-05-09,1.0
142,Bitcoin,2011-05-10,0.0
143,Bitcoin,2011-05-11,1.0
144,Bitcoin,2011-05-12,1.0
145,Bitcoin,2011-05-13,2.0
146,Bitcoin,2011-05-14,1.0
147,Bitcoin,2011-05-15,1.0
148,Bitcoin,2011-05-16,1.0
149,Bitcoin,2011-05-17,1.0
150,Bitcoin,2011-05-18,1.0
151,Bitcoin,2011-05-19,1.0
152,Bitcoin,2011-05-20,1.0
153,Bitcoin,2011-05-21,2.0
154,Bitcoin,2011-05-22,1.0
155,Bitcoin,2011-05-23,2.0
156,Bitcoin,2011-05-24,0.0
157,Bitcoin,2011-05-25,1.0
158,Bitcoin,2011-05-26,3.0
159,Bitcoin,2011-05-27,1.0
160,Bitcoin,2011-05-28,2.0
161,Bitcoin,2011-05-29,2.0
162,Bitcoin,2011-05-30,1.0
163,Bitcoin,2011-05-31,2.0
164,Bitcoin,2011-06-01,0.0
165,Bitcoin,2011-06-02,0.0
166,Bitcoin,2011-06-03,2.0
167,Bitcoin,2011-06-04,0.0
168,Bitcoin,2011-06-05,2.0
169,Bitcoin,2011-06-06,4.0
170,Bitcoin,2011-06-07,2.0
171,Bitcoin,2011-06-08,3.0
172,Bitcoin,2011-06-09,3.0
173,Bitcoin,2011-06-10,2.0
174,Bitcoin,2011-06-11,1.0
175,Bitcoin,2011-06-12,1.0
176,Bitcoin,2011-06-13,2.0
177,Bitcoin,2011-06-14,3.0
178,Bitcoin,2011-06-15,0.0
179,Bitcoin,2011-06-16,4.0
180,Bitcoin,2011-06-17,4.0
181,Bitcoin,2011-06-18,1.0
182,Bitcoin,2011-06-19,4.0
183,Bitcoin,2011-06-20,1.0
184,Bitcoin,2011-06-21,5.0
185,Bitcoin,2011-06-22,2.0
186,Bitcoin,2011-06-23,0.0
187,Bitcoin,2011-06-24,5.0
188,Bitcoin,2011-06-25,3.0
189,Bitcoin,2011-06-26,4.0
190,Bitcoin,2011-06-27,1.0
191,Bitcoin,2011-06-28,2.0
192,Bitcoin,2011-06-29,1.0
193,Bitcoin,2011-06-30,1.0
194,Bitcoin,2011-07-01,5.0
195,Bitcoin,2011-07-02,3.0
196,Bitcoin,2011-07-03,1.0
197,Bitcoin,2011-07-04,1.0
198,Bitcoin,2011-07-05,1.0
199,Bitcoin,2011-07-06,4.0
200,Bitcoin,2011-07-07,1.0
201,Bitcoin,2011-07-08,2.0
202,Bitcoin,2011-07-09,0.0
203,Bitcoin,2011-07-10,0.0
204,Bitcoin,2011-07-11,1.0
205,Bitcoin,2011-07-12,1.0
206,Bitcoin,2011-07-13,4.0
207,Bitcoin,2011-07-14,2.0
208,Bitcoin,2011-07-15,1.0
209,Bitcoin,2011-07-16,0.0
210,Bitcoin,2011-07-17,1.0
211,Bitcoin,2011-07-18,1.0
212,Bitcoin,2011-07-19,3.0
213,Bitcoin,2011-07-20,2.0
214,Bitcoin,2011-07-21,2.0
215,Bitcoin,2011-07-22,0.0
216,Bitcoin,2011-07-23,1.0
217,Bitcoin,2011-07-24,0.0
218,Bitcoin,2011-07-25,2.0
219,Bitcoin,2011-07-26,0.0
220,Bitcoin,2011-07-27,2.0
221,Bitcoin,2011-07-28,1.0
222,Bitcoin,2011-07-29,1.0
223,Bitcoin,2011-07-30,0.0
224,Bitcoin,2011-07-31,1.0
225,Bitcoin,2011-08-01,0.0
226,Bitcoin,2011-08-02,2.0
227,Bitcoin,2011-08-03,2.0
228,Bitcoin,2011-08-04,1.0
229,Bitcoin,2011-08-05,1.0
230,Bitcoin,2011-08-06,3.0
231,Bitcoin,2011-08-07,3.0
232,Bitcoin,2011-08-08,1.0
233,Bitcoin,2011-08-09,2.0
234,Bitcoin,2011-08-10,2.0
235,Bitcoin,2011-08-11,1.0
236,Bitcoin,2011-08-12,0.0
237,Bitcoin,2011-08-13,0.0
238,Bitcoin,2011-08-14,1.0
239,Bitcoin,2011-08-15,1.0
240,Bitcoin,2011-08-16,2.0
241,Bitcoin,2011-08-17,0.0
242,Bitcoin,2011-08-18,0.0
243,Bitcoin,2011-08-19,0.0
244,Bitcoin,2011-08-20,1.0
245,Bitcoin,2011-08-21,1.0
246,Bitcoin,2011-08-22,0.0
247,Bitcoin,2011-08-23,1.0
248,Bitcoin,2011-08-24,0.0
249,Bitcoin,2011-08-25,2.0
250,Bitcoin,2011-08-26,0.0
251,Bitcoin,2011-08-27,2.0
252,Bitcoin,2011-08-28,1.0
253,Bitcoin,2011-08-29,1.0
254,Bitcoin,2011-08-30,0.0
255,Bitcoin,2011-08-31,2.0
256,Bitcoin,2011-09-01,2.0
257,Bitcoin,2011-09-02,2.0
258,Bitcoin,2011-09-03,2.0
259,Bitcoin,2011-09-04,1.0
260,Bitcoin,2011-09-05,1.0
261,Bitcoin,2011-09-06,0.0
262,Bitcoin,2011-09-07,1.0
263,Bitcoin,2011-09-08,0.0
264,Bitcoin,2011-09-09,0.0
265,Bitcoin,2011-09-10,0.0
266,Bitcoin,2011-09-11,0.0
267,Bitcoin,2011-09-12,4.0
268,Bitcoin,2011-09-13,3.0
269,Bitcoin,2011-09-14,1.0
270,Bitcoin,2011-09-15,0.0
271,Bitcoin,2011-09-16,0.0
272,Bitcoin,2011-09-17,1.0
273,Bitcoin,2011-09-18,0.0
274,Bitcoin,2011-09-19,3.0
275,Bitcoin,2011-09-20,0.0
276,Bitcoin,2011-09-21,3.0
277,Bitcoin,2011-09-22,0.0
278,Bitcoin,2011-09-23,2.0
279,Bitcoin,2011-09-24,2.0
280,Bitcoin,2011-09-25,0.0
281,Bitcoin,2011-09-26,2.0
282,Bitcoin,2011-09-27,0.0
283,Bitcoin,2011-09-28,3.0
284,Bitcoin,2011-09-29,0.0
285,Bitcoin,2011-09-30,1.0
286,Bitcoin,2011-10-01,2.0
287,Bitcoin,2011-10-02,3.0
288,Bitcoin,2011-10-03,0.0
289,Bitcoin,2011-10-04,0.0
290,Bitcoin,2011-10-05,1.0
291,Bitcoin,2011-10-06,1.0
292,Bitcoin,2011-10-07,0.0
293,Bitcoin,2011-10-08,1.0
294,Bitcoin,2011-10-09,3.0
295,Bitcoin,2011-10-10,1.0
296,Bitcoin,2011-10-11,0.0
297,Bitcoin,2011-10-12,1.0
298,Bitcoin,2011-10-13,2.0
299,Bitcoin,2011-10-14,2.0
300,Bitcoin,2011-10-15,1.0
301,Bitcoin,2011-10-16,0.0
302,Bitcoin,2011-10-17,0.0
303,Bitcoin,2011-10-18,0.0
304,Bitcoin,2011-10-19,0.0
305,Bitcoin,2011-10-20,0.0
306,Bitcoin,2011-10-21,1.0
307,Bitcoin,2011-10-22,0.0
308,Bitcoin,2011-10-23,0.0
309,Bitcoin,2011-10-24,0.0
310,Bitcoin,2011-10-25,0.0
311,Bitcoin,2011-10-26,1.0
312,Bitcoin,2011-10-27,1.0
313,Bitcoin,2011-10-28,2.0
314,Bitcoin,2011-10-29,0.0
315,Bitcoin,2011-10-30,1.0
316,Bitcoin,2011-10-31,1.0
317,Bitcoin,2011-11-01,0.0
318,Bitcoin,2011-11-02,3.0
319,Bitcoin,2011-11-03,0.0
320,Bitcoin,2011-11-04,1.0
321,Bitcoin,2011-11-05,0.0
322,Bitcoin,2011-11-06,1.0
323,Bitcoin,2011-11-07,3.0
324,Bitcoin,2011-11-08,0.0
325,Bitcoin,2011-11-09,0.0
326,Bitcoin,2011-11-10,3.0
327,Bitcoin,2011-11-11,0.0
328,Bitcoin,2011-11-12,2.0
329,Bitcoin,2011-11-13,0.0
330,Bitcoin,2011-11-14,1.0
331,Bitcoin,2011-11-15,4.0
332,Bitcoin,2011-11-16,0.0
333,Bitcoin,2011-11-17,0.0
334,Bitcoin,2011-11-18,0.0
335,Bitcoin,2011-11-19,0.0
336,Bitcoin,2011-11-20,0.0
337,Bitcoin,2011-11-21,1.0
338,Bitcoin,2011-11-22,0.0
339,Bitcoin,2011-11-23,1.0
340,Bitcoin,2011-11-24,0.0
341,Bitcoin,2011-11-25,0.0
342,Bitcoin,2011-11-26,0.0
343,Bitcoin,2011-11-27,1.0
344,Bitcoin,2011-11-28,1.0
345,Bitcoin,2011-11-29,2.0
346,Bitcoin,2011-11-30,1.0
347,Bitcoin,2011-12-01,0.0
348,Bitcoin,2011-12-02,0.0
349,Bitcoin,2011-12-03,1.0
350,Bitcoin,2011-12-04,0.0
351,Bitcoin,2011-12-05,1.0
352,Bitcoin,2011-12-06,1.0
353,Bitcoin,2011-12-07,1.0
354,Bitcoin,2011-12-08,0.0
355,Bitcoin,2011-12-09,1.0
356,Bitcoin,2011-12-10,0.0
357,Bitcoin,2011-12-11,0.0
358,Bitcoin,2011-12-12,0.0
359,Bitcoin,2011-12-13,2.0
360,Bitcoin,2011-12-14,1.0
361,Bitcoin,2011-12-15,0.0
362,Bitcoin,2011-12-16,1.0
363,Bitcoin,2011-12-17,1.0
364,Bitcoin,2011-12-18,0.0
365,Bitcoin,2011-12-19,1.0
366,Bitcoin,2011-12-20,1.0
367,Bitcoin,2011-12-21,0.0
368,Bitcoin,2011-12-22,0.0
369,Bitcoin,2011-12-23,0.0
370,Bitcoin,2011-12-24,1.0
371,Bitcoin,2011-12-25,1.0
372,Bitcoin,2011-12-26,1.0
373,Bitcoin,2011-12-27,0.0
374,Bitcoin,2011-12-28,0.0
375,Bitcoin,2011-12-29,0.0
376,Bitcoin,2011-12-30,0.0
377,Bitcoin,2011-12-31,0.0
378,Bitcoin,2012-01-01,0.0
379,Bitcoin,2012-01-02,0.0
380,Bitcoin,2012-01-03,1.0
381,Bitcoin,2012-01-04,0.0
382,Bitcoin,2012-01-05,1.0
383,Bitcoin,2012-01-06,0.0
384,Bitcoin,2012-01-07,4.0
385,Bitcoin,2012-01-08,1.0
386,Bitcoin,2012-01-09,0.0
387,Bitcoin,2012-01-10,2.0
388,Bitcoin,2012-01-11,0.0
389,Bitcoin,2012-01-12,0.0
390,Bitcoin,2012-01-13,1.0
391,Bitcoin,2012-01-14,2.0
392,Bitcoin,2012-01-15,3.0
393,Bitcoin,2012-01-16,0.0
394,Bitcoin,2012-01-17,0.0
395,Bitcoin,2012-01-18,0.0
396,Bitcoin,2012-01-19,0.0
397,Bitcoin,2012-01-20,0.0
398,Bitcoin,2012-01-21,1.0
399,Bitcoin,2012-01-22,1.0
400,Bitcoin,2012-01-23,1.0
401,Bitcoin,2012-01-24,1.0
402,Bitcoin,2012-01-25,1.0
403,Bitcoin,2012-01-26,2.0
404,Bitcoin,2012-01-27,0.0
405,Bitcoin,2012-01-28,0.0
406,Bitcoin,2012-01-29,0.0
407,Bitcoin,2012-01-30,0.0
408,Bitcoin,2012-01-31,0.0
409,Bitcoin,2012-02-01,1.0
410,Bitcoin,2012-02-02,0.0
411,Bitcoin,2012-02-03,1.0
412,Bitcoin,2012-02-04,1.0
413,Bitcoin,2012-02-05,0.0
414,Bitcoin,2012-02-06,0.0
415,Bitcoin,2012-02-07,0.0
416,Bitcoin,2012-02-08,2.0
417,Bitcoin,2012-02-09,0.0
418,Bitcoin,2012-02-10,1.0
419,Bitcoin,2012-02-11,1.0
420,Bitcoin,2012-02-12,0.0
421,Bitcoin,2012-02-13,1.0
422,Bitcoin,2012-02-14,0.0
423,Bitcoin,2012-02-15,1.0
424,Bitcoin,2012-02-16,0.0
425,Bitcoin,2012-02-17,0.0
426,Bitcoin,2012-02-18,0.0
427,Bitcoin,2012-02-19,0.0
428,Bitcoin,2012-02-20,0.0
429,Bitcoin,2012-02-21,2.0
430,Bitcoin,2012-02-22,2.0
431,Bitcoin,2012-02-23,2.0
432,Bitcoin,2012-02-24,1.0
433,Bitcoin,2012-02-25,1.0
434,Bitcoin,2012-02-26,1.0
435,Bitcoin,2012-02-27,0.0
436,Bitcoin,2012-02-28,1.0
437,Bitcoin,2012-02-29,0.0
438,Bitcoin,2012-03-01,1.0
439,Bitcoin,2012-03-02,0.0
440,Bitcoin,2012-03-03,0.0
441,Bitcoin,2012-03-04,0.0
442,Bitcoin,2012-03-05,2.0
443,Bitcoin,2012-03-06,0.0
444,Bitcoin,2012-03-07,0.0
445,Bitcoin,2012-03-08,1.0
446,Bitcoin,2012-03-09,0.0
447,Bitcoin,2012-03-10,0.0
448,Bitcoin,2012-03-11,1.0
449,Bitcoin,2012-03-12,3.0
450,Bitcoin,2012-03-13,2.0
451,Bitcoin,2012-03-14,1.0
452,Bitcoin,2012-03-15,1.0
453,Bitcoin,2012-03-16,0.0
454,Bitcoin,2012-03-17,1.0
455,Bitcoin,2012-03-18,0.0
456,Bitcoin,2012-03-19,1.0
457,Bitcoin,2012-03-20,0.0
458,Bitcoin,2012-03-21,1.0
459,Bitcoin,2012-03-22,0.0
460,Bitcoin,2012-03-23,2.0
461,Bitcoin,2012-03-24,0.0
462,Bitcoin,2012-03-25,0.0
463,Bitcoin,2012-03-26,1.0
464,Bitcoin,2012-03-27,0.0
465,Bitcoin,2012-03-28,0.0
466,Bitcoin,2012-03-29,1.0
467,Bitcoin,2012-03-30,1.0
468,Bitcoin,2012-03-31,1.0
469,Bitcoin,2012-04-01,3.0
470,Bitcoin,2012-04-02,1.0
471,Bitcoin,2012-04-03,0.0
472,Bitcoin,2012-04-04,0.0
473,Bitcoin,2012-04-05,0.0
474,Bitcoin,2012-04-06,0.0
475,Bitcoin,2012-04-07,0.0
476,Bitcoin,2012-04-08,0.0
477,Bitcoin,2012-04-09,0.0
478,Bitcoin,2012-04-10,1.0
479,Bitcoin,2012-04-11,0.0
480,Bitcoin,2012-04-12,1.0
481,Bitcoin,2012-04-13,1.0
482,Bitcoin,2012-04-14,0.0
483,Bitcoin,2012-04-15,1.0
484,Bitcoin,2012-04-16,0.0
485,Bitcoin,2012-04-17,2.0
486,Bitcoin,2012-04-18,0.0
487,Bitcoin,2012-04-19,1.0
488,Bitcoin,2012-04-20,0.0
489,Bitcoin,2012-04-21,1.0
490,Bitcoin,2012-04-22,0.0
491,Bitcoin,2012-04-23,0.0
492,Bitcoin,2012-04-24,1.0
493,Bitcoin,2012-04-25,2.0
494,Bitcoin,2012-04-26,0.0
495,Bitcoin,2012-04-27,2.0
496,Bitcoin,2012-04-28,1.0
497,Bitcoin,2012-04-29,1.0
498,Bitcoin,2012-04-30,1.0
499,Bitcoin,2012-05-01,0.0
500,Bitcoin,2012-05-02,0.0
501,Bitcoin,2012-05-03,1.0
502,Bitcoin,2012-05-04,0.0
503,Bitcoin,2012-05-05,0.0
504,Bitcoin,2012-05-06,0.0
505,Bitcoin,2012-05-07,0.0
506,Bitcoin,2012-05-08,1.0
507,Bitcoin,2012-05-09,0.0
508,Bitcoin,2012-05-10,2.0
509,Bitcoin,2012-05-11,0.0
510,Bitcoin,2012-05-12,0.0
511,Bitcoin,2012-05-13,0.0
512,Bitcoin,2012-05-14,0.0
513,Bitcoin,2012-05-15,0.0
514,Bitcoin,2012-05-16,0.0
515,Bitcoin,2012-05-17,2.0
516,Bitcoin,2012-05-18,1.0
517,Bitcoin,2012-05-19,1.0
518,Bitcoin,2012-05-20,0.0
519,Bitcoin,2012-05-21,1.0
520,Bitcoin,2012-05-22,1.0
521,Bitcoin,2012-05-23,1.0
522,Bitcoin,2012-05-24,0.0
523,Bitcoin,2012-05-25,1.0
524,Bitcoin,2012-05-26,0.0
525,Bitcoin,2012-05-27,0.0
526,Bitcoin,2012-05-28,1.0
527,Bitcoin,2012-05-29,0.0
528,Bitcoin,2012-05-30,2.0
529,Bitcoin,2012-05-31,1.0
530,Bitcoin,2012-06-01,0.0
531,Bitcoin,2012-06-02,1.0
532,Bitcoin,2012-06-03,0.0
533,Bitcoin,2012-06-04,0.0
534,Bitcoin,2012-06-05,0.0
535,Bitcoin,2012-06-06,0.0
536,Bitcoin,2012-06-07,1.0
537,Bitcoin,2012-06-08,0.0
538,Bitcoin,2012-06-09,0.0
539,Bitcoin,2012-06-10,2.0
540,Bitcoin,2012-06-11,1.0
541,Bitcoin,2012-06-12,0.0
542,Bitcoin,2012-06-13,1.0
543,Bitcoin,2012-06-14,0.0
544,Bitcoin,2012-06-15,0.0
545,Bitcoin,2012-06-16,0.0
546,Bitcoin,2012-06-17,1.0
547,Bitcoin,2012-06-18,1.0
548,Bitcoin,2012-06-19,0.0
549,Bitcoin,2012-06-20,0.0
550,Bitcoin,2012-06-21,0.0
551,Bitcoin,2012-06-22,1.0
552,Bitcoin,2012-06-23,1.0
553,Bitcoin,2012-06-24,0.0
554,Bitcoin,2012-06-25,2.0
555,Bitcoin,2012-06-26,0.0
556,Bitcoin,2012-06-27,0.0
557,Bitcoin,2012-06-28,0.0
558,Bitcoin,2012-06-29,2.0
559,Bitcoin,2012-06-30,0.0
560,Bitcoin,2012-07-01,0.0
561,Bitcoin,2012-07-02,3.0
562,Bitcoin,2012-07-03,0.0
563,Bitcoin,2012-07-04,1.0
564,Bitcoin,2012-07-05,0.0
565,Bitcoin,2012-07-06,1.0
566,Bitcoin,2012-07-07,0.0
567,Bitcoin,2012-07-08,1.0
568,Bitcoin,2012-07-09,0.0
569,Bitcoin,2012-07-10,1.0
570,Bitcoin,2012-07-11,0.0
571,Bitcoin,2012-07-12,0.0
572,Bitcoin,2012-07-13,2.0
573,Bitcoin,2012-07-14,0.0
574,Bitcoin,2012-07-15,3.0
575,Bitcoin,2012-07-16,0.0
576,Bitcoin,2012-07-17,0.0
577,Bitcoin,2012-07-18,0.0
578,Bitcoin,2012-07-19,0.0
579,Bitcoin,2012-07-20,1.0
580,Bitcoin,2012-07-21,0.0
581,Bitcoin,2012-07-22,0.0
582,Bitcoin,2012-07-23,0.0
583,Bitcoin,2012-07-24,0.0
584,Bitcoin,2012-07-25,0.0
585,Bitcoin,2012-07-26,0.0
586,Bitcoin,2012-07-27,1.0
587,Bitcoin,2012-07-28,0.0
588,Bitcoin,2012-07-29,1.0
589,Bitcoin,2012-07-30,0.0
590,Bitcoin,2012-07-31,1.0
591,Bitcoin,2012-08-01,0.0
592,Bitcoin,2012-08-02,1.0
593,Bitcoin,2012-08-03,1.0
594,Bitcoin,2012-08-04,0.0
595,Bitcoin,2012-08-05,0.0
596,Bitcoin,2012-08-06,0.0
597,Bitcoin,2012-08-07,0.0
598,Bitcoin,2012-08-08,0.0
599,Bitcoin,2012-08-09,1.0
600,Bitcoin,2012-08-10,1.0
601,Bitcoin,2012-08-11,0.0
602,Bitcoin,2012-08-12,0.0
603,Bitcoin,2012-08-13,0.0
604,Bitcoin,2012-08-14,0.0
605,Bitcoin,2012-08-15,0.0
606,Bitcoin,2012-08-16,0.0
607,Bitcoin,2012-08-17,2.0
608,Bitcoin,2012-08-18,0.0
609,Bitcoin,2012-08-19,0.0
610,Bitcoin,2012-08-20,0.0
611,Bitcoin,2012-08-21,0.0
612,Bitcoin,2012-08-22,0.0
613,Bitcoin,2012-08-23,0.0
614,Bitcoin,2012-08-24,0.0
615,Bitcoin,2012-08-25,0.0
616,Bitcoin,2012-08-26,0.0
617,Bitcoin,2012-08-27,1.0
618,Bitcoin,2012-08-28,1.0
619,Bitcoin,2012-08-29,0.0
620,Bitcoin,2012-08-30,0.0
621,Bitcoin,2012-08-31,0.0
622,Bitcoin,2012-09-01,1.0
623,Bitcoin,2012-09-02,0.0
624,Bitcoin,2012-09-03,1.0
625,Bitcoin,2012-09-04,0.0
626,Bitcoin,2012-09-05,0.0
627,Bitcoin,2012-09-06,0.0
628,Bitcoin,2012-09-07,0.0
629,Bitcoin,2012-09-08,0.0
630,Bitcoin,2012-09-09,0.0
631,Bitcoin,2012-09-10,0.0
632,Bitcoin,2012-09-11,0.0
633,Bitcoin,2012-09-12,0.0
634,Bitcoin,2012-09-13,0.0
635,Bitcoin,2012-09-14,0.0
636,Bitcoin,2012-09-15,0.0
637,Bitcoin,2012-09-16,0.0
638,Bitcoin,2012-09-17,1.0
639,Bitcoin,2012-09-18,1.0
640,Bitcoin,2012-09-19,0.0
641,Bitcoin,2012-09-20,0.0
642,Bitcoin,2012-09-21,1.0
643,Bitcoin,2012-09-22,0.0
644,Bitcoin,2012-09-23,0.0
645,Bitcoin,2012-09-24,0.0
646,Bitcoin,2012-09-25,0.0
647,Bitcoin,2012-09-26,0.0
648,Bitcoin,2012-09-27,1.0
649,Bitcoin,2012-09-28,0.0
650,Bitcoin,2012-09-29,0.0
651,Bitcoin,2012-09-30,0.0
652,Bitcoin,2012-10-01,0.0
653,Bitcoin,2012-10-02,0.0
654,Bitcoin,2012-10-03,0.0
655,Bitcoin,2012-10-04,0.0
656,Bitcoin,2012-10-05,0.0
657,Bitcoin,2012-10-06,0.0
658,Bitcoin,2012-10-07,0.0
659,Bitcoin,2012-10-08,0.0
660,Bitcoin,2012-10-09,0.0
661,Bitcoin,2012-10-10,1.0
662,Bitcoin,2012-10-11,0.0
663,Bitcoin,2012-10-12,0.0
664,Bitcoin,2012-10-13,0.0
665,Bitcoin,2012-10-14,0.0
666,Bitcoin,2012-10-15,0.0
667,Bitcoin,2012-10-16,0.0
668,Bitcoin,2012-10-17,0.0
669,Bitcoin,2012-10-18,0.0
670,Bitcoin,2012-10-19,0.0
671,Bitcoin,2012-10-20,0.0
672,Bitcoin,2012-10-21,0.0
673,Bitcoin,2012-10-22,0.0
674,Bitcoin,2012-10-23,0.0
675,Bitcoin,2012-10-24,0.0
676,Bitcoin,2012-10-25,0.0
677,Bitcoin,2012-10-26,0.0
678,Bitcoin,2012-10-27,0.0
679,Bitcoin,2012-10-28,0.0
680,Bitcoin,2012-10-29,0.0
681,Bitcoin,2012-10-30,0.0
682,Bitcoin,2012-10-31,0.0
683,Bitcoin,2012-11-01,0.0
684,Bitcoin,2012-11-02,0.0
685,Bitcoin,2012-11-03,0.0
686,Bitcoin,2012-11-04,0.0
687,Bitcoin,2012-11-05,0.0
688,Bitcoin,2012-11-06,0.0
689,Bitcoin,2012-11-07,0.0
690,Bitcoin,2012-11-08,0.0
691,Bitcoin,2012-11-09,1.0
692,Bitcoin,2012-11-10,0.0
693,Bitcoin,2012-11-11,0.0
694,Bitcoin,2012-11-12,0.0
695,Bitcoin,2012-11-13,0.0
696,Bitcoin,2012-11-14,1.0
697,Bitcoin,2012-11-15,0.0
698,Bitcoin,2012-11-16,0.0
